iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,life_expectancy,DateTime_Out,Entity,Code,Right_Date,Stay at home requirements (OxBSG),Right_DateTime_Out,reference id
UGA,Africa,Uganda,7/27/2020,1115,12,2,1,24.376,0.262,0.044,0.022,1885,264162,5.775,0.041,2019,0.044,0.004,samples tested,76.85,45741000,213.759,16.4,2.168,1.308,1697.707,213.333,2.5,3.4,16.7,63.37,7/27/2020,Uganda,UGA,27-Jul-20,2,7/27/2020,
UGA,Africa,Uganda,7/28/2020,1128,13,2,0,24.661,0.284,0.044,0,2694,266856,5.834,0.059,2104,0.046,0.004,samples tested,76.85,45741000,213.759,16.4,2.168,1.308,1697.707,213.333,2.5,3.4,16.7,63.37,7/28/2020,Uganda,UGA,28-Jul-20,2,7/28/2020,
UGA,Africa,Uganda,7/30/2020,1140,5,2,0,24.923,0.109,0.044,0,3229,272805,5.964,0.071,2395,0.052,0.004,samples tested,76.85,45741000,213.759,16.4,2.168,1.308,1697.707,213.333,2.5,3.4,16.7,63.37,7/30/2020,Uganda,UGA,30-Jul-20,2,7/30/2020,
UGA,Africa,Uganda,7/31/2020,1147,7,2,0,25.076,0.153,0.044,0,2550,275355,6.02,0.056,2443,0.053,0.004,samples tested,76.85,45741000,213.759,16.4,2.168,1.308,1697.707,213.333,2.5,3.4,16.7,63.37,7/31/2020,Uganda,UGA,31-Jul-20,2,7/31/2020,
UKR,Europe,Ukraine,4/17/2020,4161,397,116,8,95.144,9.078,2.652,0.183,4273,47096,1.077,0.098,3368,0.077,0.096,units unclear,92.59,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,4/17/2020,Ukraine,UKR,17-Apr-20,2,4/17/2020,
UKR,Europe,Ukraine,4/27/2020,8617,492,209,8,197.033,11.25,4.779,0.183,4146,93519,2.138,0.095,4659,0.107,0.097,units unclear,92.59,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,4/27/2020,Ukraine,UKR,27-Apr-20,2,4/27/2020,
UKR,Europe,Ukraine,4/28/2020,9009,392,220,11,205.996,8.963,5.03,0.252,5200,98719,2.257,0.119,4859,0.111,0.097,units unclear,92.59,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,4/28/2020,Ukraine,UKR,28-Apr-20,2,4/28/2020,
UKR,Europe,Ukraine,4/29/2020,9410,401,239,19,215.166,9.169,5.465,0.434,5825,104544,2.39,0.133,5149,0.118,0.091,units unclear,92.59,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,4/29/2020,Ukraine,UKR,29-Apr-20,2,4/29/2020,
UKR,Europe,Ukraine,4/30/2020,9866,456,250,11,225.592,10.427,5.716,0.252,7315,111859,2.558,0.167,5652,0.129,0.083,units unclear,92.59,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,4/30/2020,Ukraine,UKR,30-Apr-20,2,4/30/2020,
UKR,Europe,Ukraine,5/1/2020,10406,540,261,11,237.94,12.347,5.968,0.252,6686,118545,2.711,0.153,5794,0.132,0.08,units unclear,92.59,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,5/1/2020,Ukraine,UKR,1-May-20,2,5/1/2020,
UKR,Europe,Ukraine,5/2/2020,10861,455,272,11,248.344,10.404,6.219,0.252,4207,122752,2.807,0.096,5582,0.128,0.082,units unclear,92.59,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,5/2/2020,Ukraine,UKR,2-May-20,2,5/2/2020,
UKR,Europe,Ukraine,5/3/2020,11411,550,279,7,260.92,12.576,6.38,0.16,6971,129723,2.966,0.159,5764,0.132,0.081,units unclear,92.59,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,5/3/2020,Ukraine,UKR,3-May-20,2,5/3/2020,
UKR,Europe,Ukraine,5/4/2020,11913,502,288,9,272.398,11.479,6.585,0.206,4869,134592,3.078,0.111,5868,0.134,0.08,units unclear,92.59,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,5/4/2020,Ukraine,UKR,4-May-20,2,5/4/2020,
UKR,Europe,Ukraine,5/5/2020,12331,418,303,15,281.956,9.558,6.928,0.343,5167,139759,3.196,0.118,5863,0.134,0.081,units unclear,92.59,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,5/5/2020,Ukraine,UKR,5-May-20,2,5/5/2020,
UKR,Europe,Ukraine,5/6/2020,12697,366,316,13,290.325,8.369,7.226,0.297,4524,144283,3.299,0.103,5677,0.13,0.083,units unclear,92.59,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,5/6/2020,Ukraine,UKR,6-May-20,2,5/6/2020,
UKR,Europe,Ukraine,5/7/2020,13184,487,327,11,301.46,11.136,7.477,0.252,7286,151569,3.466,0.167,5673,0.13,0.084,units unclear,92.59,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,5/7/2020,Ukraine,UKR,7-May-20,2,5/7/2020,
UKR,Europe,Ukraine,5/8/2020,13691,507,340,13,313.053,11.593,7.774,0.297,7586,159155,3.639,0.173,5801,0.133,0.081,units unclear,92.59,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,5/8/2020,Ukraine,UKR,8-May-20,2,5/8/2020,
UKR,Europe,Ukraine,5/9/2020,14195,504,361,21,324.578,11.524,8.254,0.48,7952,167107,3.821,0.182,6336,0.145,0.075,units unclear,92.59,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,5/9/2020,Ukraine,UKR,9-May-20,2,5/9/2020,
UKR,Europe,Ukraine,5/10/2020,14710,515,376,15,336.353,11.776,8.597,0.343,9296,176403,4.034,0.213,6669,0.152,0.071,units unclear,92.59,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,5/10/2020,Ukraine,UKR,10-May-20,2,5/10/2020,
UKR,Europe,Ukraine,5/11/2020,15232,522,391,15,348.289,11.936,8.94,0.343,5149,181552,4.151,0.118,6709,0.153,0.071,units unclear,92.59,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,5/11/2020,Ukraine,UKR,11-May-20,2,5/11/2020,
UKR,Europe,Ukraine,5/12/2020,15648,416,408,17,357.801,9.512,9.329,0.389,5755,187307,4.283,0.132,6793,0.155,0.07,units unclear,92.59,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,5/12/2020,Ukraine,UKR,12-May-20,2,5/12/2020,
UKR,Europe,Ukraine,5/13/2020,16023,375,425,17,366.376,8.575,9.718,0.389,4940,192247,4.396,0.113,6852,0.157,0.069,units unclear,92.59,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,5/13/2020,Ukraine,UKR,13-May-20,2,5/13/2020,
UKR,Europe,Ukraine,5/14/2020,16425,402,439,14,375.568,9.192,10.038,0.32,10248,202495,4.63,0.234,7275,0.166,0.064,units unclear,92.59,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,5/14/2020,Ukraine,UKR,14-May-20,2,5/14/2020,
UKR,Europe,Ukraine,5/15/2020,16847,422,456,17,385.217,9.649,10.427,0.389,9119,211614,4.839,0.209,7494,0.171,0.06,units unclear,92.59,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,5/15/2020,Ukraine,UKR,15-May-20,2,5/15/2020,
UKR,Europe,Ukraine,5/16/2020,17330,483,476,20,396.261,11.044,10.884,0.457,9024,220638,5.045,0.206,7647,0.175,0.059,units unclear,92.59,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,5/16/2020,Ukraine,UKR,16-May-20,2,5/16/2020,
UKR,Europe,Ukraine,5/17/2020,17858,528,497,21,408.334,12.073,11.364,0.48,7163,227801,5.209,0.164,7343,0.168,0.061,units unclear,92.59,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,5/17/2020,Ukraine,UKR,17-May-20,2,5/17/2020,
UKR,Europe,Ukraine,5/18/2020,18291,433,514,17,418.235,9.901,11.753,0.389,5098,232899,5.325,0.117,7335,0.168,0.06,units unclear,92.59,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,5/18/2020,Ukraine,UKR,18-May-20,2,5/18/2020,
UKR,Europe,Ukraine,5/19/2020,18616,325,535,21,425.667,7.431,12.233,0.48,7062,239961,5.487,0.161,7522,0.172,0.056,units unclear,92.59,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,5/19/2020,Ukraine,UKR,19-May-20,2,5/19/2020,
UKR,Europe,Ukraine,5/20/2020,18876,260,548,13,431.612,5.945,12.53,0.297,8568,248529,5.683,0.196,8040,0.184,0.051,units unclear,92.59,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,5/20/2020,Ukraine,UKR,20-May-20,2,5/20/2020,
UKR,Europe,Ukraine,5/23/2020,20148,442,588,9,460.697,10.107,13.445,0.206,10527,277712,6.35,0.241,8153,0.186,0.049,units unclear,87.04,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,5/23/2020,Ukraine,UKR,23-May-20,2,5/23/2020,
UKR,Europe,Ukraine,5/24/2020,20580,432,605,17,470.575,9.878,13.834,0.389,7914,285626,6.531,0.181,8261,0.189,0.047,units unclear,87.04,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,5/24/2020,Ukraine,UKR,24-May-20,2,5/24/2020,
UKR,Europe,Ukraine,5/25/2020,20986,406,617,12,479.858,9.283,14.108,0.274,6242,291868,6.674,0.143,8424,0.193,0.046,units unclear,83.33,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,5/25/2020,Ukraine,UKR,25-May-20,2,5/25/2020,
UKR,Europe,Ukraine,5/26/2020,21245,259,623,6,485.78,5.922,14.245,0.137,9868,301736,6.899,0.226,8825,0.202,0.043,units unclear,83.33,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,5/26/2020,Ukraine,UKR,26-May-20,2,5/26/2020,
UKR,Europe,Ukraine,5/27/2020,21584,339,644,21,493.532,7.751,14.725,0.48,10796,312532,7.146,0.247,9143,0.209,0.042,units unclear,83.33,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,5/27/2020,Ukraine,UKR,27-May-20,2,5/27/2020,
UKR,Europe,Ukraine,5/28/2020,21905,321,658,14,500.872,7.34,15.046,0.32,10214,322746,7.38,0.234,9270,0.212,0.041,units unclear,83.33,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,5/28/2020,Ukraine,UKR,28-May-20,2,5/28/2020,
UKR,Europe,Ukraine,5/29/2020,22382,477,669,11,511.779,10.907,15.297,0.252,14572,337318,7.713,0.333,10019,0.229,0.038,units unclear,83.33,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,5/29/2020,Ukraine,UKR,29-May-20,2,5/29/2020,
UKR,Europe,Ukraine,5/30/2020,22811,429,679,10,521.588,9.809,15.526,0.229,10961,348279,7.964,0.251,10081,0.231,0.038,units unclear,83.33,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,5/30/2020,Ukraine,UKR,30-May-20,2,5/30/2020,
UKR,Europe,Ukraine,6/2/2020,24012,340,718,10,549.05,7.774,16.418,0.229,15481,371668,8.498,0.354,9990,0.228,0.04,units unclear,76.39,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,6/2/2020,Ukraine,UKR,2-Jun-20,2,6/2/2020,
UKR,Europe,Ukraine,6/3/2020,24340,328,727,9,556.549,7.5,16.623,0.206,9884,381552,8.724,0.226,9860,0.225,0.04,units unclear,76.39,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,6/3/2020,Ukraine,UKR,3-Jun-20,2,6/3/2020,
UKR,Europe,Ukraine,6/4/2020,24823,483,735,8,567.594,11.044,16.806,0.183,10764,392316,8.971,0.246,9939,0.227,0.042,units unclear,76.39,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,6/4/2020,Ukraine,UKR,4-Jun-20,2,6/4/2020,
UKR,Europe,Ukraine,6/5/2020,25411,588,747,12,581.039,13.445,17.081,0.274,11235,403551,9.227,0.257,9462,0.216,0.046,units unclear,72.69,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,6/5/2020,Ukraine,UKR,5-Jun-20,1,6/5/2020,
UKR,Europe,Ukraine,6/6/2020,25964,553,762,15,593.683,12.645,17.424,0.343,10991,414542,9.479,0.251,9466,0.216,0.048,units unclear,72.69,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,6/6/2020,Ukraine,UKR,6-Jun-20,1,6/6/2020,
UKR,Europe,Ukraine,6/7/2020,26514,550,777,15,606.259,12.576,17.767,0.343,9504,424046,9.696,0.217,10259,0.235,0.046,units unclear,72.69,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,6/7/2020,Ukraine,UKR,7-Jun-20,1,6/7/2020,
UKR,Europe,Ukraine,6/8/2020,26999,485,788,11,617.349,11.09,18.018,0.252,7039,431085,9.857,0.161,10700,0.245,0.044,units unclear,72.69,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,6/8/2020,Ukraine,UKR,8-Jun-20,1,6/8/2020,
UKR,Europe,Ukraine,6/9/2020,27462,463,797,9,627.936,10.587,18.224,0.206,6359,437444,10.002,0.145,9397,0.215,0.052,units unclear,72.69,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,6/9/2020,Ukraine,UKR,9-Jun-20,1,6/9/2020,
UKR,Europe,Ukraine,6/10/2020,27856,394,810,13,636.945,9.009,18.521,0.297,8496,445940,10.197,0.194,9198,0.21,0.055,units unclear,72.69,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,6/10/2020,Ukraine,UKR,10-Jun-20,1,6/10/2020,
UKR,Europe,Ukraine,6/11/2020,28381,525,833,23,648.949,12.004,19.047,0.526,10569,456509,10.438,0.242,9170,0.21,0.055,units unclear,72.69,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,6/11/2020,Ukraine,UKR,11-Jun-20,1,6/11/2020,
UKR,Europe,Ukraine,6/12/2020,29070,689,854,21,664.704,15.754,19.527,0.48,11663,468172,10.705,0.267,9232,0.211,0.057,units unclear,64.35,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,6/12/2020,Ukraine,UKR,12-Jun-20,1,6/12/2020,
UKR,Europe,Ukraine,6/13/2020,29753,683,870,16,680.321,15.617,19.893,0.366,10939,479111,10.955,0.25,9224,0.211,0.059,units unclear,64.35,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,6/13/2020,Ukraine,UKR,13-Jun-20,1,6/13/2020,
UKR,Europe,Ukraine,6/14/2020,30506,753,880,10,697.539,17.218,20.122,0.229,10223,489334,11.189,0.234,9327,0.213,0.061,units unclear,64.35,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,6/14/2020,Ukraine,UKR,14-Jun-20,1,6/14/2020,
UKR,Europe,Ukraine,6/15/2020,31154,648,889,9,712.356,14.817,20.328,0.206,7950,497284,11.371,0.182,9457,0.216,0.063,units unclear,64.35,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,6/15/2020,Ukraine,UKR,15-Jun-20,1,6/15/2020,
UKR,Europe,Ukraine,6/16/2020,31810,656,901,12,727.356,15,20.602,0.274,9967,507251,11.599,0.228,9972,0.228,0.062,units unclear,64.35,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,6/16/2020,Ukraine,UKR,16-Jun-20,1,6/16/2020,
UKR,Europe,Ukraine,6/19/2020,34063,829,966,23,778.872,18.956,22.088,0.526,11805,542247,12.399,0.27,10582,0.242,0.067,units unclear,64.35,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,6/19/2020,Ukraine,UKR,19-Jun-20,1,6/19/2020,
UKR,Europe,Ukraine,6/20/2020,34984,921,985,19,799.931,21.059,22.523,0.434,11490,553737,12.662,0.263,10661,0.244,0.07,units unclear,64.35,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,6/20/2020,Ukraine,UKR,20-Jun-20,1,6/20/2020,
UKR,Europe,Ukraine,6/21/2020,35825,841,994,9,819.161,19.23,22.728,0.206,9457,563194,12.878,0.216,10551,0.241,0.072,units unclear,64.35,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,6/21/2020,Ukraine,UKR,21-Jun-20,1,6/21/2020,
UKR,Europe,Ukraine,6/22/2020,36560,735,1002,8,835.967,16.806,22.911,0.183,6395,569589,13.024,0.146,10329,0.236,0.075,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,6/22/2020,Ukraine,UKR,22-Jun-20,1,6/22/2020,
UKR,Europe,Ukraine,6/23/2020,37241,681,1012,10,851.539,15.571,23.14,0.229,11225,580814,13.281,0.257,10509,0.24,0.074,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,6/23/2020,Ukraine,UKR,23-Jun-20,1,6/23/2020,
UKR,Europe,Ukraine,6/24/2020,38074,833,1035,23,870.586,19.047,23.666,0.526,13188,594002,13.582,0.302,10736,0.245,0.074,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,6/24/2020,Ukraine,UKR,24-Jun-20,1,6/24/2020,
UKR,Europe,Ukraine,6/25/2020,39014,940,1051,16,892.08,21.494,24.032,0.366,12764,606766,13.874,0.292,10903,0.249,0.076,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,6/25/2020,Ukraine,UKR,25-Jun-20,1,6/25/2020,
UKR,Europe,Ukraine,6/28/2020,42065,948,1110,24,961.843,21.677,25.381,0.549,9945,641911,14.678,0.227,11245,0.257,0.079,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,6/28/2020,Ukraine,UKR,28-Jun-20,1,6/28/2020,
UKR,Europe,Ukraine,6/29/2020,42982,917,1129,19,982.811,20.968,25.815,0.434,7239,649150,14.843,0.166,11366,0.26,0.081,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,6/29/2020,Ukraine,UKR,29-Jun-20,1,6/29/2020,
UKR,Europe,Ukraine,6/30/2020,43628,646,1147,18,997.582,14.771,26.227,0.412,6972,656122,15.003,0.159,10758,0.246,0.085,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,6/30/2020,Ukraine,UKR,30-Jun-20,1,6/30/2020,
UKR,Europe,Ukraine,7/1/2020,44334,706,1159,12,1013.725,16.143,26.501,0.274,10025,666147,15.232,0.229,10306,0.236,0.087,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,7/1/2020,Ukraine,UKR,1-Jul-20,1,7/1/2020,
UKR,Europe,Ukraine,7/2/2020,44998,664,1173,14,1028.908,15.183,26.821,0.32,11110,677257,15.486,0.254,10070,0.23,0.085,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,7/2/2020,Ukraine,UKR,2-Jul-20,1,7/2/2020,
UKR,Europe,Ukraine,7/3/2020,45887,889,1185,12,1049.235,20.328,27.096,0.274,13696,690953,15.799,0.313,10227,0.234,0.082,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,7/3/2020,Ukraine,UKR,3-Jul-20,1,7/3/2020,
UKR,Europe,Ukraine,7/6/2020,48500,823,1249,22,1108.983,18.818,28.559,0.503,6743,722513,16.521,0.154,10480,0.24,0.075,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,7/6/2020,Ukraine,UKR,6-Jul-20,1,7/6/2020,
UKR,Europe,Ukraine,7/7/2020,49043,543,1262,13,1121.399,12.416,28.856,0.297,9345,731858,16.734,0.214,10819,0.247,0.072,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,7/7/2020,Ukraine,UKR,7-Jul-20,1,7/7/2020,
UKR,Europe,Ukraine,7/8/2020,49607,564,1283,21,1134.295,12.896,29.337,0.48,13455,745313,17.042,0.308,11309,0.259,0.067,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,7/8/2020,Ukraine,UKR,8-Jul-20,1,7/8/2020,
UKR,Europe,Ukraine,7/9/2020,50414,807,1306,23,1152.748,18.453,29.863,0.526,14934,760247,17.384,0.341,11856,0.271,0.065,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,7/9/2020,Ukraine,UKR,9-Jul-20,1,7/9/2020,
UKR,Europe,Ukraine,7/10/2020,51224,810,1327,21,1171.269,18.521,30.343,0.48,13584,773831,17.694,0.311,11840,0.271,0.064,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,7/10/2020,Ukraine,UKR,10-Jul-20,1,7/10/2020,
UKR,Europe,Ukraine,7/11/2020,52043,819,1345,18,1189.996,18.727,30.754,0.412,13012,786843,17.992,0.298,11926,0.273,0.063,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,7/11/2020,Ukraine,UKR,11-Jul-20,1,7/11/2020,
UKR,Europe,Ukraine,7/12/2020,52843,800,1372,27,1208.289,18.293,31.372,0.617,9837,796680,18.217,0.225,11559,0.264,0.064,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,7/12/2020,Ukraine,UKR,12-Jul-20,1,7/12/2020,
UKR,Europe,Ukraine,7/13/2020,53521,678,1383,11,1223.791,15.503,31.623,0.252,6977,803657,18.376,0.16,11592,0.265,0.062,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,7/13/2020,Ukraine,UKR,13-Jul-20,1,7/13/2020,
UKR,Europe,Ukraine,7/14/2020,54133,612,1398,15,1237.785,13.994,31.966,0.343,9739,813396,18.599,0.223,11648,0.266,0.062,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,7/14/2020,Ukraine,UKR,14-Jul-20,1,7/14/2020,
UKR,Europe,Ukraine,7/15/2020,54771,638,1412,14,1252.373,14.588,32.286,0.32,13761,827157,18.913,0.315,11692,0.267,0.063,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,7/15/2020,Ukraine,UKR,15-Jul-20,1,7/15/2020,
UKR,Europe,Ukraine,7/16/2020,55607,836,1427,15,1271.489,19.116,32.629,0.343,13175,840332,19.215,0.301,11441,0.262,0.065,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,7/16/2020,Ukraine,UKR,16-Jul-20,1,7/16/2020,
UKR,Europe,Ukraine,7/17/2020,56455,848,1445,18,1290.879,19.39,33.041,0.412,13732,854064,19.529,0.314,11462,0.262,0.065,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,7/17/2020,Ukraine,UKR,17-Jul-20,1,7/17/2020,
UKR,Europe,Ukraine,7/18/2020,57264,809,1456,11,1309.377,18.498,33.292,0.252,10532,864596,19.77,0.241,11108,0.254,0.067,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,7/18/2020,Ukraine,UKR,18-Jul-20,1,7/18/2020,
UKR,Europe,Ukraine,7/19/2020,58111,847,1477,21,1328.745,19.367,33.773,0.48,12666,877262,20.059,0.29,11512,0.263,0.065,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,7/19/2020,Ukraine,UKR,19-Jul-20,1,7/19/2020,
UKR,Europe,Ukraine,7/20/2020,58842,731,1485,8,1345.459,16.715,33.955,0.183,4735,881997,20.167,0.108,11191,0.256,0.068,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,7/20/2020,Ukraine,UKR,20-Jul-20,1,7/20/2020,
UKR,Europe,Ukraine,7/21/2020,59493,651,1498,13,1360.345,14.886,34.253,0.297,12396,894393,20.451,0.283,11571,0.265,0.066,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,7/21/2020,Ukraine,UKR,21-Jul-20,1,7/21/2020,
UKR,Europe,Ukraine,7/22/2020,60166,673,1518,20,1375.734,15.389,34.71,0.457,12967,907360,20.747,0.296,11458,0.262,0.067,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,7/22/2020,Ukraine,UKR,22-Jul-20,1,7/22/2020,
UKR,Europe,Ukraine,7/23/2020,60995,829,1534,16,1394.689,18.956,35.076,0.366,14498,921858,21.079,0.332,11647,0.266,0.066,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,7/23/2020,Ukraine,UKR,23-Jul-20,1,7/23/2020,
UKR,Europe,Ukraine,7/24/2020,61851,856,1551,17,1414.262,19.573,35.465,0.389,15148,937006,21.425,0.346,11849,0.271,0.065,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,7/24/2020,Ukraine,UKR,24-Jul-20,1,7/24/2020,
UKR,Europe,Ukraine,7/25/2020,62823,972,1571,20,1436.488,22.225,35.922,0.457,14076,951082,21.747,0.322,12355,0.283,0.064,units unclear,37.96,43733759,77.39,41.4,16.462,11.133,7894.393,539.849,7.11,13.5,47.4,72.06,7/25/2020,Ukraine,UKR,25-Jul-20,1,7/25/2020,
